"","score","text"
"118",1,"RT @jaiprakashshah2: Demonetisation anniversary: A year on, bankers say note ban has been good for them
https://t.co/KF1ufFdxJ4

via NMApp…"
"119",1,"RT @PMOIndia: Demonetisation anniversary: A year on, bankers say note ban has been good for them
https://t.co/51MWuFv95i

via NMApp https:/…"
"120",0,"RT @geetv79: #<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940>_<U+0938><U+0947>_<U+0932><U+0942><U+091F>
Crores Paid in Cash<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>by BJP  
For Huge Land Deals 
Just Before Note Ban https://t.co/L11KnSHvWt"
"121",1,"View: Note Ban Has Wiped Out Confidence in a Once-Thriving Economy https://t.co/WO0NfTBh3y"
"122",1,"RT @rajenderjoshi2: Nirmala Sitharaman was right when she said ""Note ban choked flow of funds to terrorists, Naxals""Rs. 36,34,78,500 is not…"
"123",0,"RT @jaiprakashshah2: Note ban: Taxman picked 20,572 I-T returns for detailed probe
https://t.co/L6uFngPnQA

via NMApp https://t.co/5N1Fn5C2…"
"124",0,"<U+0C0F><U+0C2F><U+0C4D>... <U+0C0E><U+0C35><U+0C21><U+0C4D><U+0C30><U+0C3E> <U+0C05><U+0C26><U+0C40>..? <U+0C28><U+0C4B><U+0C1F><U+0C4D><U+0C32><U+0C30><U+0C26><U+0C4D><U+0C26><U+0C41> <U+0C2B><U+0C46><U+0C2F><U+0C3F><U+0C32><U+0C48><U+0C02><U+0C26><U+0C28><U+0C3F> <U+0C0F><U+0C02><U+0C1F><U+0C3E> <U+0C15><U+0C42><U+0C24><U+0C32><U+0C41>..? https://t.co/JvDsq24UpE ippatikainaa kallu teruchukuntayan… https://t.co/j7GnEfojtD"
"125",0,"RT @ZeeNews: Nitish Kumar congratulates PM Modi govt on first anniversary of note ban
https://t.co/7MtICgu6Rg"
"126",-1,"RT @mishraarvindi: Income tax dept to issue 100,000 notices for huge deposits after note ban. https://t.co/YvXCu244ku #BJPNewsTrack #AntiBl…"
"127",0,"Nitish Kumar congratulates PM Modi govt on first anniversary of note ban
 https://t.co/62zCWx9hRJ by #ZeeNews via @c0nvey"
"128",0,".@NitishKumar congratulates @narendramodi govt on 1st anniversary of note ban https://t.co/pq3WHGHvO8"
"129",3,"Only &amp; Only A Happy Normally Led Life By Commoners Got Disrupted .. With Zero Achievements Through Note Ban .. Righ… https://t.co/Wmr1I635Om"
"130",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/CRqQuSTDoL
#AntiBlackMoneyDay https://t.co/9mGOcTk5pm"
"131",0,"<U+0D0A><U+0D30><U+0D3E><U+0D33><U+0D3F> '<U+0D28><U+0D4B><U+0D1F><U+0D4D><U+0D1F><U+0D4D> <U+0D15><U+0D4A><U+0D1F><U+0D4D><U+0D1F><U+0D4D>' <U+0D35><U+0D40><U+0D21><U+0D3F><U+0D2F><U+0D4B> <U+0D15><U+0D3E><U+0D23><U+0D3E><U+0D24><U+0D46> <U+0D2A><U+0D4B><U+0D2F><U+0D3F>: <U+0D31><U+0D3F><U+0D2A><U+0D4D><U+0D2A><U+0D4B><U+0D7C><U+0D1F><U+0D4D><U+0D1F><U+0D4D> <U+0D1A><U+0D46><U+0D2F><U+0D4D><U+0D24><U+0D4D> <U+0D28><U+0D40><U+0D15><U+0D4D><U+0D15><U+0D02> <U+0D1A><U+0D46><U+0D2F><U+0D4D><U+0D2F><U+0D3F><U+0D2A><U+0D4D><U+0D2A><U+0D3F><U+0D1A><U+0D4D><U+0D1A><U+0D35><U+0D7C> <U+0D15><U+0D3E><U+0D23><U+0D41><U+0D15>; <U+0D07><U+0D24><U+0D3E><U+0D23><U+0D4D> <U+0D35><U+0D40><U+0D21><U+0D3F><U+0D2F><U+0D4B> https://t.co/pUHYKN93qS"
"132",1,"RT @seemaadhikari: PM Modi owes an apology to the Nation for the #BjpMoneyLaunderingDay Oops ! I forgot that’s require humility   https://t…"
"133",-2,"RT @ashoswai: Manmohan Singh is not someone who says ""organised loot, legalised plunder"" without any basis. https://t.co/xjw7Q7xlUT"
"134",1,"demonetisation: Note ban led to 'India's highest ever unearthing of black money', says government
 https://t.co/T7SLvFOGHK"
"135",0,"RT @iMac_too: TRS to stay neutral on notebandi anniversary. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/pXHdJi4If3"
"136",-1,"RT @IftekharNadwi: #<U+092D><U+0941><U+0917><U+0924>_<U+0930><U+0939><U+093E>_<U+0939><U+0948>_<U+0926><U+0947><U+0936>: Note ban is the biggest scam in independent India"
"137",0,"RT @advmonikaarora: He gave noteban proposal 2 all pol. parties.But no one had guts-Says man who seeded noteban idea in PM Modi's head
 htt…"
"138",1,"RT @TheQuint: Op-ed I There's no reason to celebrate #noteban which #Modi &amp; his sarkari cabal are today cheering about at your cost, writes…"
"139",0,"RT @OneindiaKannada: <U+0C85><U+0CAA><U+0CA8><U+0C97><U+0CA6><U+0CC0><U+0C95><U+0CB0><U+0CA3> <U+0C85><U+0CA4><U+0CBF> <U+0CA6><U+0CCA><U+0CA1><U+0CCD><U+0CA1> <U+0CA4><U+0CAA><U+0CCD><U+0CAA><U+0CC1>, <U+0CA6><U+0CC7><U+0CB6><U+0CA6> <U+0C9C><U+0CA8><U+0CB0> <U+0C95><U+0CCD><U+0CB7><U+0CAE><U+0CC6> <U+0C95><U+0CC7><U+0CB3><U+0CBF>: <U+0CAA><U+0CCD><U+0CB0><U+0C95><U+0CBE><U+0CB6><U+0CCD> <U+0CB0><U+0CC8>
#AntiBlackMoneyDay @prakashraaj @narendramodi #Demonetisati…"
"140",-1,"Anniversary of note ban. Protest by #sunamiandad and IYC team.#modihataodeshbachao #CorruptBJP #DeMoDisaster #Feku… https://t.co/eaiFF4Yo47"
"141",0,"RT @kiran_patniak: <U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939>: <U+0915><U+093E><U+0928><U+0942><U+0928><U+0940> <U+0921><U+0915><U+0948><U+0924><U+0940> <U+0925><U+0940> <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940>, <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0947> <U+092C><U+091C><U+093E><U+092F> <U+091A><U+0940><U+0928> <U+0915><U+094B> <U+0939><U+0941><U+0906> <U+092B><U+093E><U+092F><U+0926><U+093E>!!~ <U+0914><U+0930> <U+092D><U+093E><U+091C><U+092A><U+093E> <U+0915><U+0940> <U+0924><U+093F><U+091C><U+094B><U+0930><U+093F><U+092F><U+093E><U+0902> <U+092D><U+0940> <U+0920><U+0938><U+093E><U+0920><U+0938> <U+092D><U+0930> <U+0917><U+092F><U+0940><U+0902>!!
https://…"
"142",0,"RT @suvarnanewstv: <U+0CA8><U+0CCB><U+0C9F><U+0CCD> <U+0CAC><U+0CCD><U+0CAF><U+0CBE><U+0CA8><U+0CCD> <U+0CB5><U+0CBF><U+0CB5><U+0CC7><U+0C9A><U+0CA8><U+0CBE> <U+0CB0><U+0CB9><U+0CBF><U+0CA4><U+0CB5><U+0CBE><U+0CA6><U+0CA6><U+0CCD><U+0CA6><U+0CC1>; <U+0CAE><U+0CCB><U+0CA6><U+0CBF><U+0CAF><U+0CB5><U+0CB0><U+0CC1> <U+0CA6><U+0CC7><U+0CB6><U+0CB5><U+0CA8><U+0CCD><U+0CA8><U+0CC1> <U+0C95><U+0CCA><U+0CB3><U+0CCD><U+0CB3><U+0CC6> <U+0CB9><U+0CCA><U+0CA1><U+0CC6><U+0CAF><U+0CC1><U+0CA4><U+0CCD><U+0CA4><U+0CBF><U+0CA6><U+0CCD><U+0CA6><U+0CBE><U+0CB0><U+0CC6>: <U+0CB0><U+0CBE><U+0CB9><U+0CC1><U+0CB2><U+0CCD> <U+0C97><U+0CBE><U+0C82><U+0CA7><U+0CBF> https://t.co/ZMeRJqrrsD #Demone…"
"143",-1,"RT @kunjbihariarora: Note ban, GST have broken textile hub Surat's legs: Rahul Gandhi https://t.co/WUbcwdPFVN via @NewIndianXpress"
"144",0,"#Demonetisation anniversary or #happyPayTMDay 

https://t.co/6fS03Toky2"
"145",-1,"People faced serious problems due to #Noteban : Survey #Demonetisation 

https://t.co/vmh6VOh37m"
"146",0,"RT @jairajp: Gujarati Bizmen Knew of Note Ban in Advance: Ex-BJP MLA Yatin Oza https://t.co/3ONoARdgr7 This is why #Demonetization was the…"
"147",0,"RT @surjitbhalla: less opinion, more facts , about demonetization;  https://t.co/kPWCx3CG8p"
"148",-1,"Note Ban Deaths: Pain is Anything But Short-Term For The Families (video)
https://t.co/bXFz7IxGat"
"149",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/RsF6ErRrJu"
"150",-1,"RT @scroll_in: ‘Don’t know who benefited from note ban’, says the man who became the face of #demonetisation misery https://t.co/EBWOUTFUQG…"
"151",0,"People to certain extent accepted demonitisation we could see in social forums on neutral response, GST rates have… https://t.co/8o3u97Lv8M"
"152",0,"RT @AmitBhadricha: #BJP celebrating note ban anniversary &amp; RBI still verifying scrapped notes. #Demonetisation
#280characters 
@narendramod…"
"153",1,"RT @Ash_Rokzz23: Karnataka gives Thums Up to DeMo decision.Hails PM @narendramodi as a Hero. Say note ban decision historic: Survey by @kpr…"
"154",-1,"Note ban, GST have broken textile hub Surat’s legs: Rahul Gandhi via @htTweets https://t.co/IVKy9nZTps @INCGujarat… https://t.co/qyu185Xsy9"
"155",0,"@OfficeOfRG https://t.co/ncULRSYX8t 
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"156",0,"RT @nsitharamanoffc: Note ban choked flow of funds to terrorists, Naxals: Smt @nsitharaman https://t.co/x2OzMinGJj"
"157",-1,"@MamataOfficial shame full for u to block common citizen of country ,,,CM like are protesting Note ban for personal… https://t.co/WtKe5xCCRD"
"158",1,"RT @Chopsyturvey: Demonetisation anniversary: Note ban ethical, moral decision, says Arun Jaitley https://t.co/2PKsze5yip"
"159",0,".@NitishKumar congratulates @narendramodi govt on 1st anniversary of note ban https://t.co/WQkDpWKHNL https://t.co/TRQwCEWP1J"
"160",-2,"Modi must say SORRY for note ban..Cong gets aggressive #Demonetisation #Congress https://t.co/0N9wTAGy2c https://t.co/9YrphlPPKm"
"161",0,"Glorious tales of humanity-
Those who lost job post note ban lacked skill, did not change with times: Ravi Shankar… https://t.co/nOIkQs4RJq"
"162",0,"RT @BloombergQuint: Man who became the face of #demonetisation misery says he supports Modi
Via @TheQuint
(Image credit: @OfficeOfRG)
https…"
"163",1,"Due to the note ban all the work has gone stopped but it is not a modi ji's fault but no benefits are seen all the private workers are faci"
"164",1,"@narendramodi yes we support you,now again ban 2000 note also."
"165",0,"Note ban has been all pain and no gain: Shashi Tharoor
https://t.co/Znxa7dJwwW
-via @inshorts I also think so 100pl… https://t.co/3DMndS7yMY"
"166",-1,"RT @NH_India: A video that shows how helpless people felt during #demonetisation #DeMoDisaster #BJPMoneyLaunderingDay https://t.co/V8cSamPS…"
"167",0,"RT @kcsnegi: No Proof Required: Demonetisation and its contents
https://t.co/dzE5AnkmFN via NM app #DeMoWins #AntiBlackMoneyDay https://t.c…"
"168",-1,"RT @kcsnegi: Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/eZRy3D1M7I via NM app #DeMoWins #AntiBl…"
"169",0,"RT @timesofindia: 0.00011% Indians deposited 33% of cash: Govt https://t.co/eCP6f3Cr1t"
"170",1,"There is considerable evidence to has increased at a healthy rate for all age groups.
https://t.co/St48N8gVix via NMApp"
"171",0,"Sena performs shradh in Nashik on 1st anniversary of note ban https://t.co/g0ceg9F3iL https://t.co/4y8wdzYHjz"
"172",1,"@AUThackeray Young leader , It clear frustration of , all people the nation supporting note ban , It now started, l… https://t.co/AYECZdlYtD"
"173",0,"Note ban breaks the backbone of trafficking industry https://t.co/PffXrqMCRL"
"174",-1,"#<U+092D><U+0941><U+0917><U+0924>_<U+0930><U+0939><U+093E>_<U+0939><U+0948>_<U+0926><U+0947><U+0936>: Note ban is the biggest scam in independent India"
"175",0,"RT @ZeeNewsHindi: .@sureshpprabhu <U+0928><U+0947> <U+0915><U+0939><U+093E>, <U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0915><U+0947> <U+092E><U+0941><U+0926><U+094D><U+0926><U+0947> <U+092A><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+0940> <U+091C><U+0928><U+0924><U+093E> <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0915><U+0947> <U+0938><U+093E><U+0925>

https://t.co/mku0LTx3H6"
"176",0,"1 lakh entities may get tax notices over huge cash deposits in banks https://t.co/qHJ12HlH5u"
"177",1,"Demonetisation anniversary: Note ban ethical, moral decision, says Arun Jaitley https://t.co/2PKsze5yip"
"178",0,"No Proof Required: Demonetisation and its contents
https://t.co/Z0JrSCydxd
#AntiBlackMoneyDay https://t.co/xfkOwOn35g"
"179",0,"RT @kktotlani: #HBDNoteban For honest tax payer note ban operation is welcome.Note ban has adversely affected DISHONEST black money holders."
"180",-1,"RT @paninianand: BJP's video targeting Mayawati over demonetisation will end up hurting Dalits https://t.co/bOtQDEWSqd via @dailyo_"
"181",0,"@the_mooodygirl What the politicians do,is reflectory in socio economic scenario,Note ban,to gauge whether netas,am… https://t.co/45kRXQR51C"
"182",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/xSn6hvnxKr

via NMApp https://t.co/l676eikM4K"
"183",0,"@OfficeOfRG I bow to people of @PMOIndia says PM @narendramodi Modi on @adhia03 note ban https://t.co/FVJihCUo3H"
"184",0,"#HBDNoteban   NOTE BAN HUA JANTA NE DESH KE BHLAI KE LIA SUB SATH DIA YE SUB CONGRESS BOLTA HI LEKIN YE SUB JANTA NE CONGRESS KO KARARA"
"185",-3,"#<U+0911><U+0902><U+0938><U+0942>_<U+092F><U+093E>_<U+0918><U+0921><U+093C><U+093F><U+092F><U+093E><U+0932><U+0940>_<U+0911><U+0902><U+0938><U+0942> agar hum common people's ko koi problem nahi hai note ban se toh Congress ko kya problem.. P… https://t.co/SGq0qW2rjH"
"186",-2,"Demonetisation anniversary: Opposition #observes ‘black day’; #govt #lauds note ban for controlling terror financing https://t.co/c9oZiNtVdU"
"187",0,"No Proof Required: Demonetisation and its contents
 https://t.co/MnxPjU8wKY

via NMApp https://t.co/5TGxWemvaj"
"188",0,"Man who became the face of #demonetisation misery says he supports Modi
Via @TheQuint
(Image credit: @OfficeOfRG)… https://t.co/8KbYGNXc1a"
"189",-1,"Demonetisation anniversary: New numbers are in, 1.5 million jobs lost in January-April this year – The Indian Expre… https://t.co/PLa96Fk0wC"
"190",-1,"Note ban anniversary: Cong stages protest near RBI office https://t.co/K706C7gFkz"
"191",0,"RT @dna: Watch: Ex-serviceman who became face of demonetization protests actually supports note-ban https://t.co/NOGzwbUil9 https://t.co/TM…"
"192",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/sciPU076L3 https://t.co/elrC3xK5OW"
"193",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/NdT1XOBd8Y"
"194",0,"Demonetisation: What founders of financial tech startups feel a year after the note ban https://t.co/Znv0H7aaOF"
"195",1,"Paytm plans $1 billion top-up to cash in on note ban success via Payments News - from Glenbrook ... https://t.co/ZeXKoK0Qv1"
"196",-1,"Note ban, GST have broken textile hub Surat's legs: Rahul Gandhi https://t.co/WUbcwdPFVN via @NewIndianXpress"
"197",0,"No Proof Required: Demonetisation and its contents
https://t.co/dzE5AnkmFN via NM app #DeMoWins #AntiBlackMoneyDay https://t.co/HAA4ZpjREx"
"198",1,"Top finance ministry officials to brief parliamentary panel on note ban on Thursday  https://t.co/jEMNCV8nmv"
"199",0,"Every pleasure has a pain. https://t.co/IhC07ylzQx via @YahooIndia"
"200",-1,"RT @hernam_singh: @timesofindia @MamataOfficial Have some shame didi ' we the people of India ' have endorsed note ban why do u worry about…"
"201",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/eZRy3D1M7I via NM app… https://t.co/lXkzrS7llv"
"202",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/6dteHM0L2a

via NMApp https://t.co/p5nHW75tjJ"
"203",0,"https://t.co/x2Ctqq1gV7"
"204",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/eYlvDC6i7w

via NMApp https://t.co/SfRCqcCNaZ"
"205",0,"On a note of 1-100, How stupid do you have to be to understand that if the Supreme Court didn’t ban crackers during… https://t.co/GtoDhRCLLl"
"206",0,"No Proof Required: Demonetisation and its contents
https://t.co/WmVq0nmH46

via NMApp https://t.co/v4HcUBO733"
"207",-1,"@timesofindia @MamataOfficial Have some shame didi ' we the people of India ' have endorsed note ban why do u worry… https://t.co/5CVs8pAkbN"
"208",0,"RT @SwarajyaMag: Demonetisation and its impact on UP polls: Note ban was a big hit with the electorate that gave the BJP more than three-fo…"
"209",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
https://t.co/Vlw2gZhrs1

via NMApp https://t.co/6Nq01j5VVw"
"210",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/MzF654Q4zb"
"211",0,"Rise in digital transactions, tax payers post note ban: Gadkari https://t.co/LWduzmzlwL https://t.co/57TzC2kRYt"
"212",1,"RT @Vivek_Hardikar: I was thinking of organizing a party at my near by ATM to celebrate anniversary of note ban.

Over-actors &amp; fainters wi…"
"213",0,"No Proof Required: Demonetisation and its contents
https://t.co/oQ3y9uXfal

via NMApp https://t.co/oqlEt3OvaN"
"214",0,"Rise in digital transactions, tax payers post note ban: Gadkari https://t.co/YVz0zd45Pl https://t.co/xPCYARM5Kt"
"215",0,"Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban ann… https://t.co/kBEbNitiLu"
"216",-1,"Income tax dept to issue 100,000 notices for huge deposits after note ban
 https://t.co/yLTx6cJgZl

via NMApp https://t.co/ljgSjbPoNg"
"217",-1,"India's note ban still causing pain one year on 
https://t.co/5tf8ZX9Y43"
"218",0,"Chennai, Nov 8 - A year since the implementation of demonetisation, actor-filmmaker Prakash Raj on Wednesday dem... https://t.co/opGdtaWxHA"
"219",1,"Note ban historic decision, brave step: Jharkhand BJP chief https://t.co/FQmZQZcsDX"
"220",1,"Note Ban is a failure.  There is not strong Economic policy for the present Government. Earlier an Advocate in Supr… https://t.co/WU0AMWy2Rt"
"221",0,"Demonetisation anniversary: Only ruling party at the Centre benefited from note ban, says Mamata Banerjee https://t.co/ywpwNDR98F"
"222",0,"Demonetisation anniversary: A timeline of how note ban unfolded in the country https://t.co/TdfIyg74iG"
"223",-2,"Note Ban was introduced in India exactly a year ago. It has been the worst ever disaster in Indian Economy with ver… https://t.co/d0zfU6IMex"
"224",1,"@INCIndia are #BlackMinded that's why always see everything #black even love #BlackMoney <ed><U+00A0><U+00BD><ed><U+00B8><U+009C> https://t.co/hH3QfvxZG7"
"225",-1,"RT @cute_Radhu: Pic1:We did not forget the miseries of the bank employees either<ed><U+00A0><U+00BD><ed><U+00B8><U+009D>after note ban
Pic2:A customer after note ban<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.c…"
"226",0,"No Proof Required: Demonetisation and its contents
 https://t.co/OjWSjDSG1P

via NMApp https://t.co/0JEEKJhvwc"
"227",1,"Demonetisation Anniversary: Prominent voices over the one year of Note Ban
https://t.co/RdSJuwsQXv https://t.co/HSautrQWYV"
"228",0,"RT @IndianExpress: Note ban choked flow of funds to terrorists, Naxals: Nirmala Sitharaman
https://t.co/JKKoaik2tx"
"229",0,"https://t.co/HiVDnyuXs2
,Demonetisation: What founders of financial tech startups feel a year after the note ban https://t.co/RUrf8UZiYW"
"230",-1,"New post (Note ban anniversary: Congress stages protest near RBI office) has been published on News ... -… https://t.co/JNMXiKAUOr"
"231",-1,"Note Ban Deaths: Pain is Anything But Short-Term For The Families - https://t.co/AMO80eioGN #fb"
"232",0,"RT @thatsTamil: <U+0B9C><U+0BBF><U+0B8E><U+0BB8><U+0BCD><U+0B9F><U+0BBF>, <U+0BAA><U+0BA3><U+0BAE><U+0BA4><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BBF><U+0BB4><U+0BAA><U+0BCD><U+0BAA><U+0BC1> <U+0BAA><U+0BBE><U+0BA4><U+0BBF><U+0BAA><U+0BCD><U+0BAA><U+0BC8> <U+0B9A><U+0BCA><U+0BB2><U+0BCD><U+0BB2><U+0B95><U+0BCD> <U+0B95><U+0BC2><U+0B9F><U+0BBE><U+0BA4><U+0BC1> <U+0B8E><U+0BA9> <U+0B9A><U+0BC2><U+0BB0><U+0BA4><U+0BCD> <U+0BB5><U+0BB0><U+0BCD><U+0BA4><U+0BCD><U+0BA4><U+0B95><U+0BB0><U+0BCD><U+0B95><U+0BB3><U+0BC1><U+0B95><U+0BCD><U+0B95><U+0BC1> <U+0B85><U+0BB0><U+0B9A><U+0BC1> <U+0BAE><U+0BBF><U+0BB0><U+0B9F><U+0BCD><U+0B9F><U+0BB2><U+0BCD>- <U+0BB0><U+0BBE><U+0B95><U+0BC1><U+0BB2><U+0BCD>  https://t.co/NaJxN4qUk3 #R…"
"233",-1,"One the first anniversary of Biggest stupidity pulled by an Indian prime minster ever https://t.co/Fq609fLMoa"
"234",0,"No Proof Required: Demonetisation and its contents
 https://t.co/qmysWJvk2v

via NMApp https://t.co/LOxJFTnPCi"
"235",0,"Nitish Kumar congratulates PM Modi govt on first anniversary of note ban
 https://t.co/sTFdihiD3h by #ZeeNews via @c0nvey"
"236",0,"RT @aniljaindr: Big victory in fight against J&amp;K terror funding; NIA seizes Rs 36.34 cr of demonetised notes on eve of note ban.
https://t.…"
"237",0,"05 _ #SubtleStrokes 

#DemonetisationAnniversary 

#TeamSvarajya #Demonetization #Notebandi #Noteban #DeMoDisaster… https://t.co/zbcQWrmZj6"
"238",0,"Demonetisation anniversary: A timeline of how note ban unfolded in the country https://t.co/kHazpV56F8"
"239",-1,"Note ban anniversary: Cong stages protest near RBI office https://t.co/UwKU2FhalF"
"240",0,"<U+0928><U+094B><U+091F><U+092C><U+0902><U+0926><U+0940> <U+0914><U+0930> <U+0907><U+0938><U+0915><U+0947> <U+0938><U+0915><U+093E><U+0930><U+093E><U+0924><U+094D><U+092E><U+0915> <U+092A><U+094D><U+0930><U+092D><U+093E><U+0935>
https://t.co/sV2kUjDZIZ"
